INDEX,S1,S2,S3,S4
167779,-14,10,15,-7
167780,-4,-13,-6,11
167781,13,4,10,-5
167782,-12,-13,-9,-1
167783,11,-1,15,3
167784,9,-2,11,12
167785,-7,7,11,-2
167786,-5,11,14,14
167787,4,-1,-5,-2
167788,-2,15,-9,-8
167789,9,3,2,3
167790,1,-11,-11,-6
167791,-12,-4,2,1
167792,3,14,-4,10
167793,-11,11,7,7
167794,12,-6,-14,-14
167795,15,-5,4,-3
167796,-4,9,-1,-6
167797,3,-3,8,0
167798,-8,5,15,14
167799,1,-8,-15,-12
167800,12,3,4,-3
167801,0,14,2,-7
167802,-5,-11,2,-12
167803,4,-7,-5,-2
167804,-7,8,-15,9
167805,-12,-15,-3,-10
167806,-7,10,-15,2
167807,-4,10,-9,4
167808,2,-15,7,-4
167809,15,2,12,14
167810,-8,-1,14,2
167811,15,8,-12,-14
167812,3,-6,11,-3
167813,-11,-9,7,0
167814,12,8,15,-9
167815,10,2,15,3
167816,11,-6,4,9
167817,-11,5,15,-8
167818,4,-14,4,-2
167819,9,4,2,-9
167820,12,-9,8,-10
167821,15,-14,-6,8
167822,14,-2,6,-2
167823,-1,7,12,11
167824,-14,-6,15,-6
167825,15,4,-15,3
167826,2,-10,-13,3
167827,-13,11,-6,10
167828,10,-1,7,-7
167829,-3,8,14,2
167830,7,-4,-12,-15
167831,11,2,2,5
167832,5,-5,11,10
167833,-14,-15,-9,-3
167834,6,-15,6,4
167835,9,-6,-15,4
167836,1,-6,8,8
167837,1,-4,9,-15
167838,-10,2,1,-6
167839,-14,-8,-12,5
167840,11,-11,11,15
167841,9,-7,-9,0
167842,-11,-8,-11,12
167843,15,0,15,-3
167844,-9,-14,3,-12
167845,-15,13,7,15
167846,13,11,14,-4
167847,7,-15,-13,-5
167848,-3,10,1,-9
167849,-7,13,11,9
167850,-10,10,14,-15
167851,13,4,6,-4
167852,10,-3,-3,11
167853,-15,13,11,-8
167854,13,-9,-2,3
167855,-9,1,-6,14
167856,-1,9,7,-8
167857,7,12,7,5
167858,-2,9,-5,-6
167859,-12,4,6,9
167860,-5,-14,-2,5
167861,-9,15,12,-4
167862,-7,7,8,-2
167863,-14,13,-1,12
167864,0,-15,0,9
167865,6,8,7,9
167866,-14,11,7,2
167867,-1,10,8,-9
167868,6,3,-3,6
167869,12,13,13,-6
167870,8,12,-8,-1
167871,-15,11,-3,-3
167872,10,-6,2,7
167873,-7,15,-9,5
167874,-13,5,-15,-3
167875,-13,12,1,15
167876,9,4,-7,-2
167877,-9,7,13,8
167878,-15,8,-5,4
167879,5,14,1,2
167880,1,-13,-10,-7
167881,-13,-5,-9,9
167882,5,-5,3,2
167883,1,3,3,-11
167884,10,-6,8,8
167885,11,11,-12,14
167886,-2,-4,13,-2
167887,4,-13,-4,15
167888,14,2,-7,6
167889,-11,-1,10,14
167890,15,-1,15,-5
167891,13,-7,-5,-10
167892,-13,11,11,-1
167893,-7,12,11,-4
167894,13,-3,-14,-4
167895,13,-9,1,0
167896,-1,4,-6,1
167897,-4,7,7,5
167898,-7,1,-3,4
167899,-6,-11,9,-4
167900,-13,-13,-6,-2
167901,-7,15,14,-5
167902,1,-10,-9,-10
167903,-8,-9,14,-1
167904,-15,5,-6,3
167905,1,-11,0,-12
167906,-13,2,-1,11
167907,5,7,-8,-3
167908,-5,12,5,12
167909,-10,-5,-10,3
167910,-4,-9,12,4
167911,-6,-11,-3,3
167912,3,-15,8,1
167913,-8,5,0,0
167914,8,-7,-3,14
167915,2,13,5,-10
167916,12,-11,11,9
167917,11,6,-15,15
167918,10,-10,-15,5
167919,13,8,-11,3
167920,0,8,-7,-9
167921,7,13,-6,-4
167922,-11,-10,1,12
167923,5,-11,-1,11
167924,-7,-1,4,2
167925,5,-14,-8,9
167926,5,8,1,1
167927,-13,12,1,10
167928,4,13,10,9
167929,-8,-11,-2,-1
167930,-2,0,6,-11
167931,14,-6,10,1
167932,-1,11,-7,4
167933,9,11,13,-12
167934,-2,-5,-8,14
167935,10,-1,-8,-14
167936,4,8,-2,-10
167937,5,5,7,10
167938,8,15,13,-3
167939,-11,11,-3,-13
167940,-13,15,-1,5
167941,-13,-8,-2,-14
167942,-2,4,2,14
167943,6,11,6,15
167944,-15,15,-1,13
167945,-4,-6,7,-3
167946,2,-9,15,11
167947,5,15,-3,12
167948,4,-11,-15,12
167949,-13,-11,13,-1
167950,5,13,-4,-2
167951,11,10,-6,4
167952,9,-13,7,-3
167953,-1,-1,15,-11
167954,-14,3,-3,6
167955,4,10,3,-14
167956,-1,6,-10,5
167957,-1,-11,6,12
167958,5,9,7,-2
167959,6,-2,5,-1
167960,1,-9,2,-4
167961,-1,9,12,12
167962,-5,7,-2,9
167963,-2,10,13,-1
167964,-6,-1,-11,0
167965,-10,-14,4,0
167966,10,10,-13,15
167967,3,0,-8,15
167968,7,-14,2,-14
167969,1,10,4,-11
167970,-5,0,-11,-6
167971,-15,11,-14,-6
167972,3,4,1,5
167973,14,-10,-4,11
167974,-4,-12,-5,2
167975,-6,14,14,5
167976,-10,8,15,-10
167977,4,2,8,10
167978,-2,3,5,12
167979,-6,2,-4,5
167980,6,2,7,-2
167981,4,10,2,7
167982,12,14,5,-8
167983,9,-8,-2,13
167984,12,-11,12,-3
167985,9,7,12,-13
167986,2,11,-7,-12
167987,1,3,9,-4
167988,9,3,-15,0
167989,2,2,13,11
167990,-9,7,-12,-4
167991,-13,-6,15,1
167992,-14,6,13,14
167993,-7,-9,-8,13
167994,-8,3,11,-14
167995,-10,9,12,10
167996,7,5,-13,2
167997,2,11,8,12
167998,14,12,-12,-10
167999,7,9,-8,-10
168000,11,-2,-15,-5
168001,-1,-9,2,-9
168002,14,-14,6,-12
168003,15,-11,12,13
168004,-6,4,-13,-8
168005,-8,-5,-4,2
168006,14,11,15,-9
168007,-11,5,14,-13
168008,14,-15,-8,-14
168009,1,-7,-5,14
168010,13,1,-1,5
168011,9,15,9,6
168012,-5,-8,-15,15
168013,4,-10,-15,-6
168014,2,15,-5,10
168015,-3,1,3,-14
168016,-3,10,5,-6
168017,-3,13,15,6
168018,7,3,-6,-6
168019,15,-8,-13,10
168020,-11,15,7,7
168021,11,7,15,8
168022,-1,12,3,-12
168023,-9,1,4,15
168024,-5,-15,-9,0
168025,-15,-13,-1,-15
168026,-11,8,2,-8
168027,-8,9,-9,13
168028,-13,-14,-3,-14
168029,3,-5,14,-15
168030,-15,-11,-3,6
168031,-5,11,-4,-2
168032,0,8,-6,8
168033,-2,-1,-13,10
168034,-9,14,10,-6
168035,13,14,0,-1
168036,5,14,13,15
168037,3,1,-12,-11
168038,-3,-1,-15,-8
168039,-2,2,1,9
168040,-2,14,15,9
168041,-10,-4,-4,-1
168042,12,9,-8,7
168043,6,4,-5,-7
168044,2,0,15,-14
168045,11,-14,0,-1
168046,2,3,15,10
168047,11,-3,-3,-5
168048,-14,1,-10,7
168049,-7,4,3,4
168050,10,-5,3,-4
168051,-10,1,7,12
168052,15,-2,-2,-14
168053,-6,14,3,-10
168054,7,6,-14,-8
168055,-13,-5,-1,-9
168056,-14,5,7,-1
168057,-15,-14,4,1
168058,-3,-11,7,-11
168059,3,2,-6,5
168060,12,6,5,5
168061,15,10,13,-1
168062,-9,0,6,5
168063,12,-12,-11,8
168064,11,5,-9,5
168065,11,-10,2,0
168066,-13,11,4,-9
168067,-3,14,8,15
168068,-8,8,-3,-9
168069,2,-1,7,-7
168070,10,-8,-5,8
168071,15,-4,-9,-7
168072,9,-2,15,10
168073,-9,1,-7,6
168074,-6,-9,-4,-12
168075,13,0,3,-7
168076,10,-14,-15,-12
168077,-15,-2,12,-1
168078,-10,-13,-5,12
168079,4,5,4,8
168080,-6,2,-15,-10
168081,-9,12,-3,-14
168082,-15,-7,11,9
168083,-7,-7,-14,-8
168084,-5,7,-15,10
168085,3,-4,0,1
168086,-14,14,10,-11
168087,15,14,-9,-6
168088,4,-4,11,-1
168089,3,12,4,3
168090,-6,6,3,-4
168091,2,13,5,-10
168092,3,1,-14,-11
168093,-3,8,-5,-1
168094,8,7,-3,8
168095,10,9,-4,-12
168096,-5,13,9,14
168097,-4,9,-6,-5
168098,15,-8,-6,15
168099,3,10,11,-12
168100,6,2,-13,-10
168101,-12,-1,7,1
168102,-1,13,-8,-7
168103,-2,2,-12,14
168104,-15,8,6,-8
168105,-8,-10,-5,13
168106,13,0,8,6
168107,-9,-7,9,15
168108,-13,-1,-2,-11
168109,8,5,-8,11
168110,7,-15,-1,-10
168111,-15,-7,13,11
168112,12,-5,7,9
168113,-1,1,4,0
168114,5,-15,2,-4
168115,0,10,-8,15
168116,-2,6,-13,-2
168117,-5,-3,1,-2
168118,15,5,3,11
168119,3,0,6,7
168120,-5,-11,-14,-14
168121,-1,8,6,13
168122,-12,-5,7,6
168123,10,0,14,-6
168124,8,-12,-14,-15
168125,2,-11,11,-1
168126,-14,8,-9,10
168127,9,-8,10,10
168128,11,-7,-3,8
168129,15,2,-15,4
168130,-11,14,4,-10
168131,-14,-11,14,11
168132,-14,6,10,-8
168133,2,-13,7,0
168134,8,10,13,0
168135,3,-11,4,7
168136,-13,1,7,6
168137,12,7,13,-5
168138,-6,10,4,-2
168139,2,-1,4,-2
168140,-1,11,3,-7
168141,-7,-12,-14,1
168142,-2,10,-7,1
168143,1,-14,-1,7
168144,6,9,3,-3
168145,-14,-7,-7,8
168146,14,2,-14,-14
168147,-15,12,-11,-11
168148,2,-1,-11,12
168149,-7,2,9,-4
168150,-13,-1,-9,13
168151,12,-8,-5,-11
168152,-15,-14,-7,-7
168153,4,7,12,4
168154,-14,10,-10,-10
168155,-4,-6,7,0
168156,-13,-4,4,13
168157,-12,-6,-4,-2
168158,-13,-5,13,-11
168159,10,-13,7,15
168160,-3,11,-15,13
168161,-7,-10,1,-3
168162,-4,-6,8,2
168163,-8,11,-8,6
168164,-7,-8,8,-5
168165,0,1,11,-14
168166,3,-15,-12,3
168167,0,-9,-4,5
168168,-4,4,1,-14
168169,13,11,-10,-2
168170,12,-4,7,-3
168171,8,10,-1,-14
168172,9,-12,15,-2
168173,-1,-1,-15,-7
168174,-6,-8,8,15
168175,-3,-13,-13,8
168176,3,-5,-7,13
168177,9,-3,-9,10
168178,-10,-9,-1,8
168179,15,14,11,10
168180,15,6,15,10
168181,-6,-1,7,-6
168182,-10,-14,7,13
168183,0,12,-5,-7
168184,-3,2,-11,-2
168185,-5,8,3,-9
168186,10,-14,-1,0
168187,10,6,2,1
168188,-14,15,5,-9
168189,-9,-2,4,-8
168190,10,9,-6,-3
168191,15,12,-2,1
168192,-15,-5,9,14
168193,-9,3,11,-1
168194,-12,-2,-15,-12
168195,7,-6,12,15
168196,8,-7,-13,12
168197,10,3,-9,-15
168198,-12,2,5,-2
168199,5,-7,-11,-11
168200,-4,1,-7,-14
168201,4,-13,5,-13
168202,5,11,11,-3
168203,14,15,8,-15
168204,4,-14,8,11
168205,-2,1,-11,3
168206,4,4,-10,15
168207,-12,-3,3,-7
168208,9,-7,-5,-7
168209,-8,13,14,-3
168210,7,9,1,-12
168211,15,11,-2,6
168212,5,8,-11,14
168213,5,5,14,2
168214,11,-12,-15,-1
168215,8,-15,-5,11
168216,-14,9,-4,-10
168217,3,4,-3,9
168218,-11,14,-6,13
168219,12,14,-10,3
168220,9,11,-15,-4
168221,-5,11,13,-5
168222,-4,-3,4,13
168223,12,5,-9,-4
168224,3,-8,1,3
168225,-14,-10,-15,-7
168226,1,-6,-6,-5
168227,-10,-5,12,-10
168228,-2,-6,8,-15
168229,8,-7,4,8
168230,4,3,-9,10
168231,8,10,3,-9
168232,10,5,10,9
168233,10,11,11,-7
168234,9,1,-6,14
168235,-2,12,14,-14
168236,-7,11,5,7
168237,12,7,-10,-7
168238,3,-2,-6,4
168239,10,8,2,10
168240,13,13,14,10
168241,7,10,-12,-9
168242,10,-2,10,11
168243,7,12,13,-9
168244,-8,-3,1,-11
168245,14,-6,12,-1
168246,10,7,4,-10
168247,13,13,9,13
168248,3,-14,-3,-15
168249,12,9,-9,-10
168250,-14,13,-9,8
168251,12,-13,10,1
168252,12,2,8,-5
168253,-11,-2,14,-9
168254,-2,8,2,-14
168255,10,-13,-9,-12
168256,-5,0,2,-9
168257,-10,12,15,2
168258,13,-4,7,-10
168259,-7,12,-7,13
168260,0,3,-3,-7
168261,12,9,15,11
168262,3,-15,4,-8
168263,-10,1,-11,13
168264,-12,2,-1,-12
168265,3,-4,-6,-7
168266,-10,-5,-5,10
168267,-9,-15,-15,2
168268,-12,6,13,8
168269,-5,3,-7,6
168270,3,-10,12,-3
168271,-4,11,10,-7
168272,-11,-1,-6,-14
168273,-10,6,8,12
168274,8,-2,-10,-4
168275,-4,3,0,-10
168276,-6,1,-2,12
168277,4,2,1,-9
168278,5,1,8,-8
168279,15,-6,2,12
168280,2,8,-3,-14
168281,-13,14,-14,-15
168282,11,9,-5,12
168283,8,4,8,-3
168284,12,3,-12,11
168285,14,-6,2,1
168286,-15,14,10,10
168287,14,13,-8,15
168288,0,15,0,7
168289,-14,-4,7,7
168290,-9,2,2,2
168291,4,-12,11,2
168292,4,6,-2,5
168293,-6,9,15,-14
168294,13,-9,7,-13
168295,6,-10,-4,10
168296,8,14,-13,-7
168297,-14,-2,0,-1
168298,8,10,4,8
168299,3,-7,14,0
168300,-9,-5,13,14
168301,-5,12,-12,-10
168302,-1,0,-14,-11
168303,-5,13,-14,-7
168304,11,-15,-12,12
168305,0,-7,-15,6
168306,5,-14,-2,11
168307,-9,10,-5,-13
168308,0,-15,-2,-2
168309,-9,-13,1,-10
168310,-8,-14,11,15
168311,13,5,-14,-9
168312,-12,1,13,10
168313,-9,14,12,15
168314,-3,1,-8,-12
168315,4,3,13,-2
168316,-3,0,3,8
168317,3,6,8,3
168318,9,-10,-3,-12
168319,-11,-10,1,-13
168320,11,-14,7,10
168321,0,5,-9,8
168322,2,-15,-4,0
168323,7,-12,-5,-7
168324,14,9,9,4
168325,15,-5,5,-5
168326,10,10,-10,-8
168327,14,-15,3,-1
168328,13,6,10,-14
168329,4,0,-12,-3
168330,-12,-15,2,-5
168331,-14,2,-12,12
168332,10,9,-3,4
168333,12,-9,-6,-1
168334,12,-3,5,-3
168335,-7,-13,13,11
168336,-3,-10,5,2
168337,14,11,-2,12
168338,-15,-4,2,-14
168339,-14,-7,-15,-15
168340,-6,-1,-6,4
168341,11,-12,10,15
168342,10,3,1,-15
168343,0,-2,11,-15
168344,-6,-8,12,3
168345,4,12,-9,-2
168346,-11,7,-10,-9
168347,-13,-8,-4,5
168348,-3,9,5,3
168349,7,-14,-14,9
168350,13,-9,-5,-11
168351,-9,14,14,1
168352,3,11,-13,-10
168353,1,-12,-15,8
168354,4,12,10,15
168355,3,10,6,-10
168356,-2,9,-1,5
168357,-15,-14,15,13
168358,-9,-14,-3,-3
168359,9,3,-9,4
168360,-4,5,-11,1
168361,-13,11,10,7
168362,0,0,2,14
168363,-10,-9,14,9
168364,4,-12,-7,6
168365,-11,14,11,-6
168366,-14,8,-7,11
168367,1,13,-11,9
168368,-12,15,3,-4
168369,-5,-6,13,-7
168370,3,6,15,-13
168371,13,-11,-5,1
168372,7,15,-3,5
168373,-15,10,-3,-2
168374,13,-4,-10,6
168375,-4,-6,-3,8
168376,1,13,-12,2
168377,-1,-1,-3,-14
168378,10,-9,-4,-11
168379,7,-5,6,-15
168380,11,12,-1,15
168381,10,15,-4,14
168382,10,10,12,-10
168383,5,8,-6,5
168384,1,11,-7,9
168385,13,-8,10,8
168386,-15,11,-10,10
168387,-8,13,6,8
168388,-7,14,5,-9
168389,-11,0,-5,-5
168390,10,10,2,-5
168391,-3,-15,-1,-2
168392,11,-3,11,-11
168393,-11,-8,6,-2
168394,13,8,-12,10
168395,-13,-10,13,-10
168396,10,-14,7,-9
168397,-4,-5,11,9
168398,6,1,-3,-7
168399,4,-5,-15,-8
168400,6,-4,-15,2
168401,-12,-3,4,2
168402,-4,15,0,0
168403,5,-5,-15,15
168404,-3,-12,-8,-12
168405,11,-7,8,-11
168406,-1,3,4,12
168407,2,-12,13,2
168408,-6,-8,-2,4
168409,-11,2,13,-5
168410,-2,-15,4,12
168411,1,6,-13,7
168412,-10,3,7,3
168413,6,-10,15,-11
168414,-13,5,2,-12
168415,6,3,-5,9
168416,-14,-8,5,1
168417,-6,-9,-5,1
168418,8,-12,3,-12
168419,10,-14,-4,7
168420,-6,5,3,-14
168421,-12,1,6,-3
168422,-1,12,-9,8
168423,-3,9,9,9
168424,-14,-9,7,9
168425,-2,-15,14,13
168426,10,-4,12,1
168427,2,14,12,5
168428,13,5,2,9
168429,11,12,7,-6
168430,-3,9,13,1
168431,-9,13,11,11
168432,-2,11,1,8
168433,-12,-3,2,10
168434,1,-5,3,4
168435,-15,-2,7,6
168436,-11,-2,-8,-15
168437,-8,5,11,-1
168438,1,15,12,3
168439,6,-13,5,13
168440,-13,-3,-7,-12
168441,4,2,-9,11
168442,-1,8,-4,-3
168443,1,-5,-11,-12
168444,-13,4,8,-12
168445,5,-13,-6,-15
168446,-1,-11,3,11
168447,-3,-10,-11,5
168448,-14,11,-1,4
168449,0,-15,1,-6
168450,-2,-10,7,1
168451,15,4,0,-10
168452,-6,-14,-1,8
168453,-14,13,-2,-7
168454,7,3,-7,14
168455,-3,-6,15,-10
168456,-1,6,15,9
168457,-13,-2,8,-1
168458,-4,-15,-12,15
168459,-10,7,9,3
168460,7,-11,4,14
168461,8,15,7,4
168462,9,-3,-13,-13
168463,13,3,3,6
168464,-13,-8,3,12
168465,-13,-7,7,-6
168466,13,-4,6,-11
168467,12,0,-3,10
168468,-6,2,1,-5
168469,-12,7,-9,-9
168470,-3,0,-13,-10
168471,2,-1,-15,-14
168472,5,7,4,-8
168473,-7,-6,8,-13
168474,6,2,0,9
168475,5,-14,-1,0
168476,0,-6,-7,-10
168477,-5,-8,3,3
168478,14,10,0,-3
168479,15,4,-13,-12
168480,-12,10,-9,-13
168481,-11,0,1,-15
168482,12,7,-14,-12
168483,1,-15,14,0
168484,-10,3,8,-8
168485,-6,6,0,-5
168486,-4,12,3,4
168487,14,-12,14,2
168488,12,14,9,-4
168489,2,-1,1,8
168490,4,2,3,-5
168491,-6,-11,4,-15
168492,11,-3,-13,14
168493,-5,8,2,4
168494,-14,-11,2,-2
168495,-12,-7,-3,2
168496,-13,-4,-1,10
168497,-5,-3,9,-14
168498,-5,0,-5,7
168499,13,1,-5,-15
168500,-4,-11,9,-3
168501,-6,-1,12,9
168502,7,-10,6,-9
168503,-5,10,-2,-2
168504,-6,14,-13,15
168505,-11,-10,9,8
168506,-6,-5,12,10
168507,9,-1,-11,9
168508,-6,-6,-10,-15
168509,15,3,12,-2
168510,6,1,13,14
168511,-11,4,15,-10
168512,-12,-2,11,8
168513,-14,-11,9,1
168514,-3,14,-4,14
168515,-4,-11,3,-2
168516,2,-12,2,-7
168517,7,8,-10,6
168518,-6,-13,-4,-9
168519,15,-4,-4,-6
168520,-2,-11,10,9
168521,15,6,10,7
168522,3,3,4,-14
168523,-12,3,-12,-11
168524,15,-2,15,-1
168525,-12,3,-7,-5
168526,3,5,13,-10
168527,4,-13,11,-5
168528,-7,-6,0,-4
168529,3,3,-1,6
168530,12,-5,-9,2
168531,10,11,1,-9
168532,10,-11,-10,2
168533,-1,-12,14,2
168534,12,8,-14,-9
168535,1,13,-12,-12
168536,6,-10,11,14
168537,1,-3,-14,-10
168538,8,12,-1,-8
168539,-10,11,-9,-3
168540,-2,-3,15,12
168541,-8,-5,-15,10
168542,-1,-3,6,1
168543,-6,6,-6,13
168544,3,8,14,4
168545,12,-6,-9,15
168546,-12,2,-14,3
168547,-9,-1,12,12
168548,-12,-2,-8,13
168549,-8,-6,1,10
168550,9,-12,4,-3
168551,-3,-1,5,0
168552,0,12,0,6
168553,-13,0,-15,15
168554,2,11,9,15
168555,-15,-10,-3,2
168556,3,-13,-1,8
168557,-13,-12,9,-6
168558,-3,-4,-8,12
168559,-12,-11,13,4
168560,-9,-12,13,-9
168561,-11,-13,-5,-5
168562,15,-1,12,1
168563,-2,-10,8,11
168564,1,-8,14,14
168565,-13,-2,-3,9
168566,-5,-12,11,-5
168567,15,-6,4,-1
168568,13,14,1,-10
168569,15,-1,13,2
168570,1,6,12,-2
168571,-2,12,-8,-12
168572,2,-14,10,15
168573,-13,-15,3,8
168574,-9,-4,-8,-2
168575,12,-13,15,5
168576,7,-13,13,-3
168577,-2,6,5,-6
168578,2,-11,4,-15
168579,15,-8,6,-11
168580,-12,14,1,6
168581,-12,6,0,-14
168582,1,-4,-9,-10
168583,-13,-9,-2,12
168584,14,1,-8,-12
168585,-6,-10,-1,0
168586,-7,-6,3,0
168587,12,3,11,-1
168588,10,-13,2,10
168589,15,12,5,12
168590,11,2,-14,-11
168591,-2,-7,-15,-10
168592,9,8,3,1
168593,-3,15,13,-15
168594,8,8,15,7
168595,10,-10,-13,15
168596,9,-7,5,-2
168597,-13,-5,10,11
168598,4,9,15,-4
168599,-4,5,10,9
168600,-1,8,9,-13
168601,-10,0,9,14
168602,-10,10,7,12
168603,-9,-7,11,13
168604,12,-9,15,-4
168605,10,-15,-5,9
168606,-2,-11,-2,-7
168607,-1,-9,-4,8
168608,1,-15,-12,12
168609,9,-4,-5,12
168610,-3,7,-8,-13
168611,5,-10,0,-8
168612,-6,2,5,-12
168613,12,7,14,9
168614,11,-9,6,-11
168615,9,-8,14,-14
168616,4,9,-5,5
168617,-8,-10,15,-11
168618,-5,-4,-7,-6
168619,10,-9,-13,-10
168620,-6,12,-2,-5
168621,10,-10,-3,5
168622,12,11,14,-10
168623,-5,15,5,8
168624,-7,1,3,14
168625,10,8,13,15
168626,7,-15,14,-10
168627,-13,1,-10,-9
168628,-10,15,13,-10
168629,-11,15,-5,-2
168630,1,1,-1,-1
168631,13,3,-2,-12
168632,-8,8,-11,-3
168633,-13,-14,10,6
168634,4,-5,6,9
168635,0,7,-10,10
168636,2,-12,5,-15
168637,-11,-2,4,-14
168638,15,8,-1,-3
168639,-14,2,-13,8
168640,6,-8,-8,-15
168641,-9,-3,2,12
168642,14,3,-3,-6
168643,4,8,-10,-6
168644,-3,-14,9,-12
168645,4,-2,9,-6
168646,-1,-7,-5,9
168647,-10,-14,-4,11
168648,10,6,-13,-13
168649,6,11,-6,-13
168650,-10,11,11,-12
168651,-4,-7,-9,-8
168652,11,15,-6,-12
168653,-4,14,-2,-4
168654,-4,3,10,4
168655,13,8,-8,4
168656,-13,-12,-11,-4
168657,-1,-3,6,8
168658,-2,-2,-9,-5
168659,-7,3,12,-5
168660,7,-14,-2,7
168661,-12,7,15,-1
168662,-9,-3,11,-7
168663,14,-2,-8,12
168664,-4,-7,-1,-13
168665,14,-14,-3,3
168666,-13,-5,11,8
168667,8,5,-9,15
168668,-12,8,-6,14
168669,15,7,9,3
168670,2,5,-4,-9
168671,7,-12,8,11
168672,3,-1,6,-4
168673,1,6,-5,2
168674,8,7,-12,-5
168675,-7,-10,14,0
168676,-13,2,4,-12
168677,8,-3,11,5
168678,-11,-1,0,-10
168679,-15,-10,-13,6
168680,-13,15,-3,0
168681,-4,-4,-10,-15
168682,1,0,-10,9
168683,-6,-11,12,-4
168684,-15,3,11,9
168685,-1,-8,-5,7
168686,-1,-7,-14,-10
168687,-12,8,-1,4
168688,7,-15,8,-5
168689,-13,-13,11,-10
168690,3,1,1,5
168691,13,-15,-8,5
168692,-5,-12,-14,-1
168693,1,-13,3,4
168694,0,-15,-12,14
168695,2,-15,-7,-3
168696,5,-10,7,15
168697,2,6,1,-12
168698,-6,-9,10,-5
168699,12,-8,8,3
168700,6,-11,13,7
168701,1,-6,-11,3
168702,-6,11,-12,2
168703,0,12,-12,10
168704,-3,4,-15,-1
168705,-13,15,-14,1
168706,-11,5,-4,1
168707,-13,-10,2,1
168708,6,-12,-10,15
168709,-15,6,8,6
168710,3,0,0,6
168711,-9,2,-13,-5
168712,13,-4,-3,-12
168713,-15,6,2,-7
168714,15,12,-4,-7
168715,-1,2,-6,14
168716,-1,6,-4,-12
168717,-7,6,10,13
168718,14,4,8,0
168719,-11,-13,-10,-14
168720,-3,-6,-4,2
168721,-2,5,3,-10
168722,-13,11,14,15
168723,-11,-7,4,9
168724,1,-8,-5,14
168725,-2,15,6,7
168726,14,-13,-4,2
168727,-4,-8,-4,4
168728,14,12,4,-8
168729,1,6,-7,13
168730,15,10,-10,-12
168731,6,-6,14,-13
168732,2,10,5,3
168733,0,-5,-9,-13
168734,-5,-9,8,5
168735,14,0,-1,-4
168736,-13,-8,0,3
168737,13,-12,5,-3
168738,-11,1,2,-7
168739,-13,-12,-12,-5
168740,-14,-1,3,0
168741,-4,-15,6,13
168742,-15,13,15,12
168743,-10,12,10,14
168744,7,3,-6,7
168745,11,-15,-6,10
168746,9,8,6,-1
168747,-3,-13,5,-12
168748,4,6,-7,-9
168749,-14,5,-6,1
168750,12,-10,14,-7
168751,3,14,-5,4
168752,9,-13,14,1
168753,-5,-14,7,10
168754,9,5,-10,-6
168755,-13,9,6,4
168756,0,4,-6,1
168757,13,7,8,-9
168758,1,0,12,-7
168759,12,11,8,-15
168760,-8,-1,-5,3
168761,-12,4,8,-4
168762,-11,3,-1,7
168763,2,3,-15,0
168764,-13,4,4,13
168765,-11,15,-8,12
168766,-8,-5,-15,12
168767,-7,3,15,10
168768,-7,12,-13,-8
168769,7,-6,-10,-2
168770,5,15,-7,12
168771,-10,-6,2,15
168772,-3,-15,-15,-12
168773,10,10,14,7
168774,-5,-3,-13,-12
168775,4,-12,2,-11
168776,6,10,-2,9
168777,-1,-2,1,-7
168778,-12,1,6,-5
168779,-1,-14,-5,-1
168780,3,12,9,-7
168781,8,-5,-11,10
168782,6,-15,-6,-14
168783,12,-5,15,9
168784,-9,10,3,-10
168785,-14,-7,13,-12
168786,3,14,2,6
168787,-10,-6,-6,12
168788,-10,1,12,2
168789,-9,9,-6,-11
168790,4,15,3,-13
168791,10,4,-13,12
168792,-8,11,8,6
168793,14,-9,-2,1
168794,-15,5,-3,-10
168795,-13,3,12,10
168796,-15,-5,-15,-4
168797,5,9,10,-9
168798,-12,12,10,15
168799,5,-6,9,4
168800,10,-13,-10,10
168801,15,-7,-11,0
168802,14,-11,-8,-3
168803,-9,-7,1,12
168804,8,-15,-1,-15
168805,4,1,1,-6
168806,-11,15,9,-13
168807,-4,11,4,7
168808,2,13,-15,-15
168809,-1,15,4,1
168810,12,-13,7,-12
168811,-9,-8,14,-12
168812,-2,-13,14,10
168813,-7,9,-2,13
168814,-9,-5,-1,-10
168815,6,-1,-6,-5
168816,-10,-15,-3,11
168817,9,-7,0,11
168818,9,-11,1,-3
168819,-9,-3,-2,7
168820,8,15,-4,2
168821,12,0,14,-2
168822,-11,2,3,-8
168823,3,-3,2,0
168824,-11,-5,6,15
168825,6,5,6,12
168826,-9,-9,14,15
168827,7,14,-4,-9
168828,-12,0,9,12
168829,-13,13,7,-14
168830,-3,4,-8,-12
168831,3,-2,-6,7
168832,-12,-14,5,-7
168833,-4,1,-8,-11
168834,-15,-1,-11,-13
168835,14,5,5,-12
168836,-9,-14,5,-7
168837,-7,-2,-5,-9
168838,-3,11,-9,9
168839,-12,-2,6,-5
168840,-4,0,-10,-5
168841,-14,-4,4,14
168842,11,-10,-6,0
168843,7,13,-1,9
168844,0,10,7,-12
168845,4,-6,5,-10
168846,0,-9,-3,-7
168847,-5,11,4,3
168848,13,-1,-13,-7
168849,5,-4,6,4
168850,-15,-8,-3,5
168851,7,15,12,12
168852,8,-9,14,-8
168853,-15,15,10,5
168854,1,9,-6,-5
168855,-14,4,-13,-9
168856,7,-11,3,12
168857,-3,-4,0,10
168858,-13,5,11,10
168859,-15,-13,7,8
168860,-7,-11,1,-13
168861,-9,8,2,9
